legal_name,regulator_code,regulator,jurisdiction,license_number,license_type,status,license_date,approved_domains,forex_broker,classification_confidence,classification_reason,evidence_url,evidence_status,needs_review,source_url,last_checked
FINCLEAR EXECUTION LIMITED,ASIC,Australian Securities and Investments Commission,Australia,246842,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FINCLEAR PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,481017,Australian Financial Services Licence,ACTIVE,10/06/2016,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FINCLEAR SERVICES PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,338264,Australian Financial Services Licence,ACTIVE,15/10/2009,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FINEXIA SECURITIES LTD,ASIC,Australian Securities and Investments Commission,Australia,485760,Australian Financial Services Licence,ACTIVE,08/07/2016,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FIRETRAIL INVESTMENTS PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,516821,Australian Financial Services Licence,ACTIVE,30/03/2020,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FIRST PRUDENTIAL MARKETS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,286354,Australian Financial Services Licence,ACTIVE,31/05/2005,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FIRST SENTIER INVESTORS (AUSTRALIA) IM LTD,ASIC,Australian Securities and Investments Commission,Australia,289017,Australian Financial Services Licence,ACTIVE,01/07/2005,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FIRST SENTIER INVESTORS (AUSTRALIA) RE LTD,ASIC,Australian Securities and Investments Commission,Australia,240550,Australian Financial Services Licence,ACTIVE,16/02/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FIRSTMAC LIMITED,ASIC,Australian Securities and Investments Commission,Australia,290600,Australian Financial Services Licence,ACTIVE,01/07/2005,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FLASH PARTNERS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,480834,Australian Financial Services Licence,ACTIVE,22/03/2016,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FMGP TRADING GROUP PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,385620,Australian Financial Services Licence,ACTIVE,05/01/2011,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FNZ CUSTODIANS (AUSTRALIA) PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,507452,Australian Financial Services Licence,ACTIVE,24/01/2019,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FOCUS MARKETS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,514425,Australian Financial Services Licence,ACTIVE,07/03/2019,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FOREX SPORT PTY. LTD.,ASIC,Australian Securities and Investments Commission,Australia,401379,Australian Financial Services Licence,ACTIVE,29/04/2011,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FORIS CAPITAL AU PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,533278,Australian Financial Services Licence,ACTIVE,05/04/2024,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FORT SECURITIES AUSTRALIA PTY. LTD.,ASIC,Australian Securities and Investments Commission,Australia,493520,Australian Financial Services Licence,ACTIVE,06/02/2019,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FORT STREET CAPITAL PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,497000,Australian Financial Services Licence,ACTIVE,06/10/2017,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FORTREND SECURITIES PTY. LTD.,ASIC,Australian Securities and Investments Commission,Australia,247261,Australian Financial Services Licence,ACTIVE,02/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FORTUNE PRIME GLOBAL CAPITAL PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,400364,Australian Financial Services Licence,ACTIVE,13/05/2011,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FRANKLIN TEMPLETON AUSTRALIA LIMITED,ASIC,Australian Securities and Investments Commission,Australia,240827,Australian Financial Services Licence,ACTIVE,01/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
FX CORP PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,459050,Australian Financial Services Licence,ACTIVE,30/10/2014,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GILSHENAN CAPITAL PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,485954,Australian Financial Services Licence,ACTIVE,01/12/2016,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GIS PRIVATE NOMINEES PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,233727,Australian Financial Services Licence,ACTIVE,09/02/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GLENEAGLE SECURITIES (AUST) PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,337985,Australian Financial Services Licence,ACTIVE,31/08/2009,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GLOBAL TRADE WALLET (AU) PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,500818,Australian Financial Services Licence,ACTIVE,20/11/2017,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GLOBIQ TRADER PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,384126,Australian Financial Services Licence,ACTIVE,01/11/2010,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GMO AUSTRALIA LIMITED,ASIC,Australian Securities and Investments Commission,Australia,236656,Australian Financial Services Licence,ACTIVE,01/01/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GO MARKETS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,254963,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GOCARDLESS LTD,ASIC,Australian Securities and Investments Commission,Australia,478976,Australian Financial Services Licence,ACTIVE,15/02/2016,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GOLDMAN SACHS AUSTRALIA PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,243346,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GOLDMAN SACHS FINANCIAL MARKETS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,247147,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GPT RE LIMITED,ASIC,Australian Securities and Investments Commission,Australia,286511,Australian Financial Services Licence,ACTIVE,03/06/2005,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GROWTHPOINT PROPERTIES AUSTRALIA LIMITED,ASIC,Australian Securities and Investments Commission,Australia,316409,Australian Financial Services Licence,ACTIVE,24/12/2007,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
GTC GLOBAL (AUSTRALIA) PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,496371,Australian Financial Services Licence,ACTIVE,07/07/2017,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
HANTEC MARKETS (AUSTRALIA) PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,326907,Australian Financial Services Licence,ACTIVE,27/08/2008,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
HELLO CLEVER PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,564985,Australian Financial Services Licence,ACTIVE,14/11/2025,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
HIFX AUSTRALIA PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,240917,Australian Financial Services Licence,ACTIVE,04/02/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
IAM CAPITAL MARKETS LIMITED,ASIC,Australian Securities and Investments Commission,Australia,283119,Australian Financial Services Licence,ACTIVE,22/02/2005,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
IG AUSTRALIA PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,515106,Australian Financial Services Licence,ACTIVE,02/06/2020,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INGENIA COMMUNITIES RE LIMITED,ASIC,Australian Securities and Investments Commission,Australia,415862,Australian Financial Services Licence,ACTIVE,04/06/2012,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INGOT AU PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,428015,Australian Financial Services Licence,ACTIVE,24/01/2013,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INSIGHT INVESTMENT PARTNERS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,368175,Australian Financial Services Licence,ACTIVE,08/11/2010,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INSTANTIAPAY PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,546157,Australian Financial Services Licence,ACTIVE,12/01/2024,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INSTANZ LICENCEE PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,462087,Australian Financial Services Licence,ACTIVE,19/02/2015,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INSTREET INVESTMENT LIMITED,ASIC,Australian Securities and Investments Commission,Australia,434776,Australian Financial Services Licence,ACTIVE,22/03/2013,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INTELLIGENT FINANCIAL MARKETS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,426359,Australian Financial Services Licence,ACTIVE,13/12/2012,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INTERACTIVE BROKERS AUSTRALIA PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,453554,Australian Financial Services Licence,ACTIVE,28/07/2016,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INTERNATIONAL CAPITAL MARKETS PTY. LTD.,ASIC,Australian Securities and Investments Commission,Australia,335692,Australian Financial Services Licence,ACTIVE,02/07/2009,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INVESCO AUSTRALIA LIMITED,ASIC,Australian Securities and Investments Commission,Australia,239916,Australian Financial Services Licence,ACTIVE,01/01/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INVESTMENT ADMINISTRATION SERVICES PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,284316,Australian Financial Services Licence,ACTIVE,24/05/2005,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
INVESTORS MUTUAL LIMITED,ASIC,Australian Securities and Investments Commission,Australia,229988,Australian Financial Services Licence,ACTIVE,01/07/2003,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
IOOF INVESTMENT SERVICES LTD,ASIC,Australian Securities and Investments Commission,Australia,230703,Australian Financial Services Licence,ACTIVE,01/12/2003,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
IUX MARKETS AU PTY LTD.,ASIC,Australian Securities and Investments Commission,Australia,529610,Australian Financial Services Licence,ACTIVE,22/07/2021,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
JALANDONI MONEY CHANGER PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,293846,Australian Financial Services Licence,ACTIVE,06/12/2005,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
JARDEN AUSTRALIA PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,485351,Australian Financial Services Licence,ACTIVE,01/07/2016,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
JBWERE LTD,ASIC,Australian Securities and Investments Commission,Australia,341162,Australian Financial Services Licence,ACTIVE,29/10/2009,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
JR TRADE PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,285413,Australian Financial Services Licence,ACTIVE,01/04/2005,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
KIMBER CAPITAL PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,425278,Australian Financial Services Licence,ACTIVE,19/11/2012,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
KODA CAPITAL PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,452581,Australian Financial Services Licence,ACTIVE,02/05/2014,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
KOHLE CAPITAL MARKETS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,489437,Australian Financial Services Licence,ACTIVE,06/07/2017,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
KPMG FINANCIAL ADVISORY SERVICES (AUSTRALIA) PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,246901,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
KYRON MANAGED FUNDS RE LIMITED,ASIC,Australian Securities and Investments Commission,Australia,398196,Australian Financial Services Licence,ACTIVE,11/07/2011,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
LIBERTY FIDUCIARY LTD,ASIC,Australian Securities and Investments Commission,Australia,303137,Australian Financial Services Licence,ACTIVE,14/06/2007,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
LINARA WEALTH PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,525093,Australian Financial Services Licence,ACTIVE,04/11/2020,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
LONGREACH ALTERNATIVES LTD,ASIC,Australian Securities and Investments Commission,Australia,246747,Australian Financial Services Licence,ACTIVE,26/02/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
MACQUARIE EQUITIES LIMITED,ASIC,Australian Securities and Investments Commission,Australia,237504,Australian Financial Services Licence,ACTIVE,01/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
MACQUARIE FUND ADVISERS PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,318123,Australian Financial Services Licence,ACTIVE,07/01/2008,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
MACQUARIE GROUP LIMITED,ASIC,Australian Securities and Investments Commission,Australia,318062,Australian Financial Services Licence,ACTIVE,13/11/2007,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
MACQUARIE INFRASTRUCTURE MANAGEMENT (ASIA) PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,284621,Australian Financial Services Licence,ACTIVE,07/04/2005,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
MACQUARIE INVESTMENT SERVICES LIMITED,ASIC,Australian Securities and Investments Commission,Australia,237495,Australian Financial Services Licence,ACTIVE,01/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
MACQUARIE REAL ESTATE MANAGEMENT (AUSTRALIA) LIMITED,ASIC,Australian Securities and Investments Commission,Australia,292155,Australian Financial Services Licence,ACTIVE,28/11/2005,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
