legal_name,regulator_code,regulator,jurisdiction,license_number,license_type,status,license_date,approved_domains,forex_broker,classification_confidence,classification_reason,evidence_url,evidence_status,needs_review,source_url,last_checked
JustMarkets Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,401/21,Cyprus Investment Firm,ACTIVE,08/06/2021,justmarkets.eu,YES,HIGH,"FX/CFD/prop evidence: forex, contracts for difference, metatrader",https://justmarkets.eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Key Way Investments Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,292/16,Cyprus Investment Firm,ACTIVE,21/01/2016,capex.com; keywayinvestments.com; keywayinvestments.ro,YES,MEDIUM,"FX/CFD/prop evidence: forex, leverage",https://capex.com/en,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Kleis EU LTD,CySEC,Cyprus Securities and Exchange Commission,Cyprus,436/23,Cyprus Investment Firm,ACTIVE,04/09/2023,keytotrading.com,YES,HIGH,"FX/CFD/prop evidence: forex, trade cfds, metatrader",https://keytotrading.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
L.F. Investment Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,271/15,Cyprus Investment Firm,ACTIVE,06/04/2015,purple-trading.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, metatrader",https://www.purple-trading.com/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Lirunex Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,338/17,Cyprus Investment Firm,ACTIVE,25/09/2017,lirunex.eu; lxprime.eu,YES,HIGH,"FX/CFD/prop evidence: forex, contracts for difference, trading account",https://lirunex.eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Liteforex (Europe) Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,093/08,Cyprus Investment Firm,ACTIVE,08/08/2008,de.liteforex.eu; es.liteforex.eu; fr.liteforex.eu; it.liteforex.eu; liteforex.eu; liteforex.pl; pt.liteforex.eu; ru.liteforex.eu; social.liteforex.eu,YES,HIGH,"FX/CFD/prop evidence: forex, metatrader, mt4",https://de.liteforex.eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
MTG LIQUIDITY Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,390/20,Cyprus Investment Firm,ACTIVE,12/10/2020,match-prime.com,YES,HIGH,"FX/CFD/prop evidence: forex, leverage, prop firm",https://match-prime.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Magic Compass Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,299/16,Cyprus Investment Firm,ACTIVE,12/04/2016,magiccompass.com,YES,MEDIUM,"FX/CFD/prop evidence: forex, leverage",https://magiccompass.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Mexem Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,325/17,Cyprus Investment Firm,ACTIVE,15/05/2017,c2gateway.com; inter-il.com; mexem.com; trade.collective2.eu,YES,LOW,Possible trading evidence: copy trading,https://trade.collective2.eu/,FETCHED,YES,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
MiTrade EU Limited,CySEC,Cyprus Securities and Exchange Commission,Cyprus,438/23,Cyprus Investment Firm,ACTIVE,09/10/2023,mitrade.eu,YES,HIGH,"FX/CFD/prop evidence: forex, cfd trading, leverage",https://www.mitrade.eu/en,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Naga Markets Europe Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,204/13,Cyprus Investment Firm,ACTIVE,20/06/2013,naga.com; nagamarkets.com,YES,HIGH,"FX/CFD/prop evidence: forex, trading account, leverage",https://naga.com/eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Naxex Invest Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,161/11,Cyprus Investment Firm,ACTIVE,27/12/2011,naxexinvest.com,YES,MEDIUM,FX/CFD/prop evidence: forex,https://www.naxexinvest.com/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Nisential Capital Ltd (ex Brickhill Capital (CY) Ltd),CySEC,Cyprus Securities and Exchange Commission,Cyprus,442/24,Cyprus Investment Firm,ACTIVE,22/01/2024,nise.com,YES,HIGH,"FX/CFD/prop evidence: currency pairs, metatrader, leverage",https://www.nise.com/eu-en/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Noemon Finance Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,449/24,Cyprus Investment Firm,ACTIVE,02/12/2024,noemon.finance,YES,MEDIUM,"FX/CFD/prop evidence: currency pairs, leverage",https://noemon.finance,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Notely Trading Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,383/20,Cyprus Investment Firm,ACTIVE,03/02/2020,errante.eu,YES,HIGH,"FX/CFD/prop evidence: forex, metatrader, mt4",https://errante.eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
OCI Oasis Capital Investments (Cyprus) Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,443/24,Cyprus Investment Firm,ACTIVE,19/03/2024,oasisinvestment.eu,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, metatrader",https://oasisinvestment.eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
OEXN Limited,CySEC,Cyprus Securities and Exchange Commission,Cyprus,423/22,Cyprus Investment Firm,ACTIVE,21/11/2022,oexn.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, cfd trading",https://oexn.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
One Plus Capital Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,111/10,Cyprus Investment Firm,ACTIVE,26/01/2010,onelifepartners.com; onepluscapital.net; openbrokerageaccount.com,YES,MEDIUM,FX/CFD/prop evidence: forex,https://onelifepartners.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Peaksight Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,440/23,Cyprus Investment Firm,ACTIVE,,peaksightltd.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, cfd trading",https://www.peaksightltd.com/en/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Pelican Exchange Europe (CY) Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,441/24,Cyprus Investment Firm,ACTIVE,15/01/2024,pelicaneu.com,YES,MEDIUM,"FX/CFD/prop evidence: trading account, leverage, copy trading",https://pelicaneu.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Pepperstone EU Limited,CySEC,Cyprus Securities and Exchange Commission,Cyprus,388/20,Cyprus Investment Firm,ACTIVE,03/08/2020,pepperstone.com,YES,HIGH,"FX/CFD/prop evidence: forex, cfd trading, trade cfds",https://pepperstone.com/en-eu/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Plus500CY Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,250/14,Cyprus Investment Firm,ACTIVE,10/10/2014,plus500.ae; plus500.at; plus500.be; plus500.bg; plus500.ch; plus500.co; plus500.com; plus500.com.cy; plus500.com.hr; plus500.com.mt; plus500.com.mx; plus500.com.my; plus500.com.uy; plus500.cz; plus500.de; plus500.dk; plus500.ee; plus500.es; plus500.eu; plus500.fi; plus500.fr; plus500.gr; plus500.hr; plus500.hu; plus500.ie; plus500.is; plus500.it; plus500.li; plus500.lt; plus500.lu; plus500.lv; plus500.nl; plus500.no; plus500.pl; plus500.pt; plus500.ro; plus500.rs; plus500.ru; plus500.se; plus500.si; plus500.sk,YES,MEDIUM,FX/CFD/prop evidence: forex,https://www.plus500.com/ar-ae/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Prochoice Chrimatistiriaki Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,100/09,Cyprus Investment Firm,ACTIVE,01/07/2009,pro-choice.com.cy,YES,MEDIUM,"FX/CFD/prop evidence: forex, leverage",https://pro-choice.com.cy,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Prodigit Investments Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,200/13,Cyprus Investment Firm,ACTIVE,12/06/2013,prodigitinvest.com,YES,MEDIUM,"FX/CFD/prop evidence: currency pairs, leverage",https://www.prodigitinvest.com/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Redpine Capital Limited,CySEC,Cyprus Securities and Exchange Commission,Cyprus,391/20,Cyprus Investment Firm,ACTIVE,09/11/2020,xbmarkets.com,YES,LOW,"Possible trading evidence: spreads from, leverage",https://xbmarkets.com,FETCHED,YES,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Royal Financial Trading (Cy) Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,312/16,Cyprus Investment Firm,ACTIVE,10/08/2016,oneroyal.eu,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, mt4",https://oneroyal.eu/en/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
SSC Smart FX Ltd (ex Jin Daocheng Ltd),CySEC,Cyprus Securities and Exchange Commission,Cyprus,316/16,Cyprus Investment Firm,ACTIVE,20/09/2016,smartfx-cy.com,YES,HIGH,"FX/CFD/prop evidence: forex, mt5, trading account",https://smartfx-cy.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Safecap Investments Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,092/08,Cyprus Investment Firm,ACTIVE,28/07/2008,markets.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, cfd trading",https://www.markets.com/en/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Shine Trades Limited (CY) Ltd (ex. Triumph Int. (Cyprus) Limited),CySEC,Cyprus Securities and Exchange Commission,Cyprus,293/16,Cyprus Investment Firm,ACTIVE,22/01/2016,shinetrades.com,YES,MEDIUM,"FX/CFD/prop evidence: forex, leverage",https://www.shinetrades.com/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Skilling Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,357/18,Cyprus Investment Firm,ACTIVE,07/05/2018,skilling.com,YES,HIGH,"FX/CFD/prop evidence: forex, cfd trading, metatrader",https://skilling.com/eu/en/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Solaris EMEA Limited,CySEC,Cyprus Securities and Exchange Commission,Cyprus,433/23,Cyprus Investment Firm,ACTIVE,10/07/2023,axi-solaris.com,YES,HIGH,"FX/CFD/prop evidence: forex, mt4, trading account",https://www.axi-solaris.com/eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Stratos Europe Ltd (ex FXCM EU LTD),CySEC,Cyprus Securities and Exchange Commission,Cyprus,392/20,Cyprus Investment Firm,ACTIVE,23/11/2020,fxcm.com; tradu.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, cfd trading",https://www.fxcm.com/eu/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Streams Financial Services Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,376/19,Cyprus Investment Firm,ACTIVE,29/07/2019,liquiprime.com,YES,HIGH,"FX/CFD/prop evidence: forex, metatrader, leverage",https://liquiprime.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Swissquote Capital Markets Limited,CySEC,Cyprus Securities and Exchange Commission,Cyprus,422/22,Cyprus Investment Firm,ACTIVE,21/11/2022,swissquote.com; swissquote.cy; swissquote.eu,YES,MEDIUM,FX/CFD/prop evidence: forex,https://www.swissquote.com/en-lu/private,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
T Markets EU Limited (ex NBH Markets EU Limited),CySEC,Cyprus Securities and Exchange Commission,Cyprus,208/13,Cyprus Investment Firm,ACTIVE,22/07/2013,trademarkets.eu,YES,MEDIUM,"FX/CFD/prop evidence: forex, leverage",https://www.trademarkets.eu?lic=eu&lang=en,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
TF Global Markets (Europe) Ltd (ex A-Conversio Capital Ltd).,CySEC,Cyprus Securities and Exchange Commission,Cyprus,215/13,Cyprus Investment Firm,ACTIVE,20/09/2013,thinkmarkets.com,YES,HIGH,"FX/CFD/prop evidence: forex, cfd trading, contracts for difference",https://www.thinkmarkets.com/eu/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
TSG Brokers Ltd (ex GWG (Cyprus) Ltd),CySEC,Cyprus Securities and Exchange Commission,Cyprus,291/16,Cyprus Investment Firm,ACTIVE,20/01/2016,tsgbrokers.com,YES,HIGH,"FX/CFD/prop evidence: forex, cfd trading, contracts for difference",https://tsgbrokers.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
The First Interstellar Capital Limited,CySEC,Cyprus Securities and Exchange Commission,Cyprus,166/12,Cyprus Investment Firm,ACTIVE,21/03/2012,interstellarfx.eu,YES,HIGH,"FX/CFD/prop evidence: forex, mt4",https://interstellarfx.eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Tickmill Europe Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,278/15,Cyprus Investment Firm,ACTIVE,05/08/2015,tickmill.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, cfd trading",https://www.tickmill.com/eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Titanedge Securities Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,405/21,Cyprus Investment Firm,ACTIVE,18/10/2021,titan-edge.com; tradeeu.com,YES,HIGH,"FX/CFD/prop evidence: forex, trade cfds, trading account",https://www.titan-edge.com/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Trade Capital Markets (TCM) Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,227/14,Cyprus Investment Firm,ACTIVE,17/02/2014,heromarkets.com; trade.com; tradecapitalmarkets.com,YES,HIGH,"FX/CFD/prop evidence: forex, leverage, copy trading",https://www.heromarkets.com/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Tradestone Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,331/17,Cyprus Investment Firm,ACTIVE,07/08/2017,fbs.eu,YES,HIGH,"FX/CFD/prop evidence: forex, metatrader, mt5",https://fbs.eu/en,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Trading.Com Markets EU Limited (ex Trading Point Asset Management Limited),CySEC,Cyprus Securities and Exchange Commission,Cyprus,256/14,Cyprus Investment Firm,ACTIVE,31/10/2014,trading.com,YES,HIGH,"FX/CFD/prop evidence: forex, cfd trading, mt5",https://www.trading.com/eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Trust Capital TC Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,369/18,Cyprus Investment Firm,ACTIVE,03/09/2018,trustcapitaltc.eu,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, contracts for difference",https://trustcapitaltc.eu,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
VSMarkets Ltd (ex Klips CY Ltd),CySEC,Cyprus Securities and Exchange Commission,Cyprus,434/23,Cyprus Investment Firm,ACTIVE,01/08/2023,vsmarkets.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, metatrader",https://www.vsmarkets.com/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
WB Trade EU Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,030/04,Cyprus Investment Firm,ACTIVE,20/05/2004,wbtrade.eu,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, cfd trading",https://en.wbtrade.eu/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
WGM Services Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,203/13,Cyprus Investment Firm,ACTIVE,14/06/2013,eu.ezinvest.com; ezinvest.com; marches-financiers.fr; phoenixmarkets.com; phoenixmarkets.fr; stockstp.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, mt4",https://eu.ezinvest.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
WRDNB Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,424/23,Cyprus Investment Firm,ACTIVE,20/02/2023,wrdnb.com,YES,HIGH,"FX/CFD/prop evidence: forex, trade cfds, trading account",https://wrdnb.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
WSN Capital Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,450/24,Cyprus Investment Firm,ACTIVE,23/12/2024,wsncapitalmarkets.com,YES,HIGH,"FX/CFD/prop evidence: cfd trading, metatrader, mt5",https://wsncapitalmarkets.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Wetrade International Cy Limited,CySEC,Cyprus Securities and Exchange Commission,Cyprus,453/25,Cyprus Investment Firm,ACTIVE,17/02/2025,wetradeeu.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, cfd trading",https://wetradeeu.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Wisdompoint Capital Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,219/13,Cyprus Investment Firm,ACTIVE,30/10/2013,wisdompointcapital.com,YES,MEDIUM,FX/CFD/prop evidence: contracts for difference,https://wisdompointcapital.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
Wonderinterest Trading Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,307/16,Cyprus Investment Firm,ACTIVE,09/08/2016,investago.com; wonderinterest.com; zetano.com,YES,HIGH,"FX/CFD/prop evidence: forex, currency pairs, metatrader",https://investago.com/en,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
XS Markets Ltd (ex RockFrost Ltd),CySEC,Cyprus Securities and Exchange Commission,Cyprus,412/22,Cyprus Investment Firm,ACTIVE,04/04/2022,xsmarkets.com,YES,HIGH,"FX/CFD/prop evidence: forex, cfd trading, mt4",https://www.xsmarkets.com/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
XTB Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,169/12,Cyprus Investment Firm,ACTIVE,18/04/2012,xtb.com,YES,MEDIUM,"FX/CFD/prop evidence: forex, leverage",https://www.xtb.com/cy,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
26 Degrees Global Markets (EU) Ltd (ex Invast Financial Services (EU) Ltd),CySEC,Cyprus Securities and Exchange Commission,Cyprus,435/23,Cyprus Investment Firm,ACTIVE,04/09/2023,26degreesglobalmarkets.com.cy,NO,HIGH,Non-target business evidence: family office,https://www.26degreesglobalmarkets.com.cy/,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
3D Global Financial Services Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,063/06,Cyprus Investment Firm,ACTIVE,29/03/2006,3dglobal.com,NO,HIGH,"Non-target business evidence: wealth management, insurance",https://3dglobal.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
50KCY Ltd (ex 50CoinsCY Ltd) (ex UR Trade Fix Ltd),CySEC,Cyprus Securities and Exchange Commission,Cyprus,282/15,Cyprus Investment Firm,ACTIVE,28/09/2015,50coins.com; 50k.trade,NO,LOW,"No affirmative FX, CFD, or prop-trading product evidence found",https://50coins.com,FETCHED,YES,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
7Q Financial Services Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,061/05,Cyprus Investment Firm,ACTIVE,04/11/2005,7qfs.com,NO,HIGH,"Non-target business evidence: asset management, investment management, fund administration",https://7qfs.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
A. Eternity Capital Management Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,346/17,Cyprus Investment Firm,ACTIVE,11/12/2017,a-eternitycapital.ltd.cy,NO,LOW,"No affirmative FX, CFD, or prop-trading product evidence found",https://a-eternitycapital.ltd.cy,FETCHED,YES,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
A.J.K. Wealth Management Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,139/11,Cyprus Investment Firm,ACTIVE,19/04/2011,ajkwealth.com,NO,HIGH,Non-target business evidence: wealth management,https://ajkwealth.com,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
A.T.I. Associates (Cyprus) Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,091/08,Cyprus Investment Firm,ACTIVE,02/07/2008,atiassociates.com,NO,LOW,"No affirmative FX, CFD, or prop-trading product evidence found",https://atiassociates.com,FETCHED,YES,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
AC Markets (Europe) Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,350/17,Cyprus Investment Firm,ACTIVE,11/12/2017,acprime.eu; ausforex.eu; ausprime.eu; lt-markets.com,NO,LOW,"No affirmative FX, CFD, or prop-trading product evidence found",https://acprime.eu,FETCHED,YES,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
ALMA Europe Ltd,CySEC,Cyprus Securities and Exchange Commission,Cyprus,408/22,Cyprus Investment Firm,ACTIVE,31/01/2022,almaeurope.finance,NO,HIGH,"Non-target business evidence: wealth management, asset management, commercial bank",https://almaeurope.finance,FETCHED,NO,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,Mon Aug 17 2026 14:40:31 GMT+0300 (Eastern European Summer Time)
