action,profile_slug,brand_name,source_value,canonical_value,license_number,evidence_url
NORMALIZED_REGULATOR_NAME,avatrade,AvaTrade,ASIC,ASIC,,https://www.avatrade.com
NORMALIZED_REGULATOR_NAME,avatrade,AvaTrade,CySEC,CySEC,,https://www.avatrade.com
NORMALIZED_REGULATOR_NAME,avatrade,AvaTrade,FSCA,FSCA,,https://www.avatrade.com
NORMALIZED_REGULATOR_NAME,avatrade,AvaTrade,ADGM,ADGM,,https://www.avatrade.com
MERGED_REGULATOR_DUPLICATE,avatrade,AvaTrade,ASIC,ASIC,,https://www.avatrade.com
MERGED_REGULATOR_DUPLICATE,avatrade,AvaTrade,FSCA,FSCA,,https://www.avatrade.com
MERGED_REGULATOR_DUPLICATE,avatrade,AvaTrade,ADGM,ADGM,,https://www.avatrade.com
NORMALIZED_REGULATOR_NAME,cfi-financial-group,CFI Financial Group,FCA,FCA,,https://en.cfi.trade/
NORMALIZED_REGULATOR_NAME,cfi-financial-group,CFI Financial Group,FSCA,FSCA,,https://en.cfi.trade/
NORMALIZED_REGULATOR_NAME,cfi-financial-group,CFI Financial Group,FSA Seychelles,FSA Seychelles,,https://en.cfi.trade/
NORMALIZED_REGULATOR_NAME,cfi-financial-group,CFI Financial Group,FSC Mauritius,FSC Mauritius,,https://en.cfi.trade/
NORMALIZED_REGULATOR_NAME,charles-schwab,Charles Schwab,Commodity Futures Trading Commission (CFTC),CFTC,,https://brokerchooser.com/broker-reviews/charles-schwab-review
NORMALIZED_REGULATOR_NAME,charles-schwab,Charles Schwab,Financial Industry Regulatory Authority (FINRA),FINRA,,https://brokerchooser.com/broker-reviews/charles-schwab-review
NORMALIZED_REGULATOR_NAME,charles-schwab,Charles Schwab,Hong Kong Securities and Futures Commission,SFC,,https://brokerchooser.com/broker-reviews/charles-schwab-review
NORMALIZED_REGULATOR_NAME,charles-schwab,Charles Schwab,Monetary Authority of Singapore (MAS),MAS,,https://brokerchooser.com/broker-reviews/charles-schwab-review
NORMALIZED_REGULATOR_NAME,charles-schwab,Charles Schwab,Securities and Exchange Commission (SEC),SEC,,https://brokerchooser.com/broker-reviews/charles-schwab-review
NORMALIZED_REGULATOR_NAME,city-index,City Index,Financial Conduct Authority (FCA),FCA,,https://brokerchooser.com/broker-reviews/city-index-review
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,Australian Securities and Investments Commission,ASIC,,https://brokerchooser.com/broker-reviews/cmc-markets-review
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin),BaFin,,https://brokerchooser.com/broker-reviews/cmc-markets-review
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,Canadian Investment Regulatory Organization (CIRO),CIRO,,https://brokerchooser.com/broker-reviews/cmc-markets-review
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,Dubai Financial Services Authority,DFSA,,https://brokerchooser.com/broker-reviews/cmc-markets-review
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,Financial Conduct Authority,FCA,,https://brokerchooser.com/broker-reviews/cmc-markets-review
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,Monetary Authority of Singapore,MAS,,https://brokerchooser.com/broker-reviews/cmc-markets-review
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,FCA,FCA,,https://www.cmcmarkets.com/en-sg/
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,ASIC,ASIC,,https://www.cmcmarkets.com/en-sg/
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,MAS,MAS,,https://www.cmcmarkets.com/en-sg/
NORMALIZED_REGULATOR_NAME,cmc-markets,CMC Markets,CIRO,CIRO,,https://www.cmcmarkets.com/en-sg/
MERGED_REGULATOR_DUPLICATE,cmc-markets,CMC Markets,FCA,FCA,,https://www.cmcmarkets.com/en-sg/
MERGED_REGULATOR_DUPLICATE,cmc-markets,CMC Markets,ASIC,ASIC,,https://www.cmcmarkets.com/en-sg/
MERGED_REGULATOR_DUPLICATE,cmc-markets,CMC Markets,MAS,MAS,,https://www.cmcmarkets.com/en-sg/
MERGED_REGULATOR_DUPLICATE,cmc-markets,CMC Markets,CIRO,CIRO,,https://www.cmcmarkets.com/en-sg/
NORMALIZED_REGULATOR_NAME,doo-financial-doo-group-singapore,"Doo Financial (Doo Group, Singapore)",ASIC,ASIC,,https://www.doofinancial.com/
NORMALIZED_REGULATOR_NAME,doo-financial-doo-group-singapore,"Doo Financial (Doo Group, Singapore)",CySEC,CySEC,,https://www.doofinancial.com/
NORMALIZED_REGULATOR_NAME,doo-prime,Doo Prime,CySEC,CySEC,,https://www.dooprime.com
NORMALIZED_REGULATOR_NAME,easymarkets,easyMarkets,ASIC,ASIC,,https://www.easymarkets.com/
NORMALIZED_REGULATOR_NAME,easymarkets,easyMarkets,CySEC,CySEC,,https://www.easymarkets.com/
NORMALIZED_REGULATOR_NAME,easymarkets,easyMarkets,FSA Seychelles,FSA Seychelles,,https://www.easymarkets.com/
NORMALIZED_REGULATOR_NAME,ebc-financial-group,EBC Financial Group,FSCA,FSCA,,https://www.ebcfin.com/
NORMALIZED_REGULATOR_NAME,ebc-financial-group,EBC Financial Group,FSC Mauritius,FSC Mauritius,,https://www.ebcfin.com/
NORMALIZED_REGULATOR_NAME,etoro,eToro,Australian Securities and Investments Commission (ASIC),ASIC,,https://brokerchooser.com/broker-reviews/etoro-review
NORMALIZED_REGULATOR_NAME,etoro,eToro,Cyprus Securities and Exchange Commission (CySEC),CySEC,,https://brokerchooser.com/broker-reviews/etoro-review
NORMALIZED_REGULATOR_NAME,etoro,eToro,Financial Conduct Authority (FCA),FCA,,https://brokerchooser.com/broker-reviews/etoro-review
NORMALIZED_REGULATOR_NAME,etoro,eToro,FCA,FCA,,https://www.etoro.com/
NORMALIZED_REGULATOR_NAME,etoro,eToro,ASIC,ASIC,,https://www.etoro.com/
NORMALIZED_REGULATOR_NAME,etoro,eToro,FSA Seychelles,FSA Seychelles,,https://www.etoro.com/
NORMALIZED_REGULATOR_NAME,etoro,eToro,MAS,MAS,,https://www.etoro.com/
NORMALIZED_REGULATOR_NAME,etoro,eToro,ADGM,ADGM,,https://www.etoro.com/
NORMALIZED_REGULATOR_NAME,etoro,eToro,FINRA,FINRA,,https://www.etoro.com/
MERGED_REGULATOR_DUPLICATE,etoro,eToro,FCA,FCA,,https://www.etoro.com/
MERGED_REGULATOR_DUPLICATE,etoro,eToro,ASIC,ASIC,,https://www.etoro.com/
NORMALIZED_REGULATOR_NAME,eurotrader,Eurotrader,FSCA,FSCA,,https://www.eurotrader.com/en/website-home
NORMALIZED_REGULATOR_NAME,eurotrader,Eurotrader,CySEC,CySEC,,https://www.eurotrader.com/en/website-home
NORMALIZED_REGULATOR_NAME,eurotrader,Eurotrader,FSC Mauritius,FSC Mauritius,,https://www.eurotrader.com/en/website-home
NORMALIZED_REGULATOR_NAME,exness,Exness,Cyprus Securities and Exchange Commission (CySEC),CySEC,,https://brokerchooser.com/broker-reviews/exness-review
NORMALIZED_REGULATOR_NAME,exness,Exness,Financial Conduct Authority (FCA),FCA,,https://brokerchooser.com/broker-reviews/exness-review
NORMALIZED_REGULATOR_NAME,exness,Exness,Financial Sector Conduct Authority (FSCA),FSCA,,https://brokerchooser.com/broker-reviews/exness-review
NORMALIZED_REGULATOR_NAME,exness,Exness,Financial Services Authority of Seychelles (FSA),FSA Seychelles,,https://brokerchooser.com/broker-reviews/exness-review
NORMALIZED_REGULATOR_NAME,exness,Exness,Mauritius Financial Services Commission (FSC),FSC Mauritius,,https://brokerchooser.com/broker-reviews/exness-review
NORMALIZED_REGULATOR_NAME,exness,Exness,FCA,FCA,,https://www.exness.com/a/11817674
NORMALIZED_REGULATOR_NAME,exness,Exness,CySEC,CySEC,,https://www.exness.com/a/11817674
NORMALIZED_REGULATOR_NAME,exness,Exness,FSCA,FSCA,,https://www.exness.com/a/11817674
NORMALIZED_REGULATOR_NAME,exness,Exness,FSA Seychelles,FSA Seychelles,,https://www.exness.com/a/11817674
MERGED_REGULATOR_DUPLICATE,exness,Exness,FCA,FCA,,https://www.exness.com/a/11817674
MERGED_REGULATOR_DUPLICATE,exness,Exness,CySEC,CySEC,,https://www.exness.com/a/11817674
MERGED_REGULATOR_DUPLICATE,exness,Exness,FSCA,FSCA,,https://www.exness.com/a/11817674
MERGED_REGULATOR_DUPLICATE,exness,Exness,FSA Seychelles,FSA Seychelles,,https://www.exness.com/a/11817674
NORMALIZED_REGULATOR_NAME,forex-com,FOREX.com,FCA,FCA,,https://www.forex.com/
NORMALIZED_REGULATOR_NAME,forex-com,FOREX.com,ASIC,ASIC,,https://www.forex.com/
NORMALIZED_REGULATOR_NAME,forex-com,FOREX.com,MAS,MAS,,https://www.forex.com/
NORMALIZED_REGULATOR_NAME,forex-com,FOREX.com,CIRO,CIRO,,https://www.forex.com/
NORMALIZED_REGULATOR_NAME,fortrade,Fortrade,FCA,FCA,,https://www.fortrade.com/
NORMALIZED_REGULATOR_NAME,fortrade,Fortrade,ASIC,ASIC,,https://www.fortrade.com/
NORMALIZED_REGULATOR_NAME,fortrade,Fortrade,CIRO,CIRO,,https://www.fortrade.com/
NORMALIZED_REGULATOR_NAME,fp-markets,FP Markets,Australian Securities and Investments Commission (ASIC),ASIC,,https://brokerchooser.com/broker-reviews/fp-markets-review
NORMALIZED_REGULATOR_NAME,fp-markets,FP Markets,Cyprus Securities and Exchange Commission (CySEC),CySEC,,https://brokerchooser.com/broker-reviews/fp-markets-review
NORMALIZED_REGULATOR_NAME,fp-markets,FP Markets,Financial Sector Conduct Authority (South Africa),FSCA,,https://brokerchooser.com/broker-reviews/fp-markets-review
NORMALIZED_REGULATOR_NAME,fp-markets,FP Markets,ASIC,ASIC,,https://www.fpmarkets.com/en-sg/
MERGED_REGULATOR_DUPLICATE,fp-markets,FP Markets,ASIC,ASIC,,https://www.fpmarkets.com/en-sg/
NORMALIZED_REGULATOR_NAME,fusion-markets,Fusion Markets,Australian Securities and Investments Commission (ASIC),ASIC,,https://brokerchooser.com/broker-reviews/fusion-markets-review
NORMALIZED_REGULATOR_NAME,fusion-markets,Fusion Markets,Financial Services Authority of Seychelles (FSA),FSA Seychelles,,https://brokerchooser.com/broker-reviews/fusion-markets-review
NORMALIZED_REGULATOR_NAME,fusion-markets,Fusion Markets,ASIC,ASIC,,https://fusionmarkets.com
NORMALIZED_REGULATOR_NAME,fusion-markets,Fusion Markets,FSA Seychelles,FSA Seychelles,,https://fusionmarkets.com
MERGED_REGULATOR_DUPLICATE,fusion-markets,Fusion Markets,ASIC,ASIC,,https://fusionmarkets.com
MERGED_REGULATOR_DUPLICATE,fusion-markets,Fusion Markets,FSA Seychelles,FSA Seychelles,,https://fusionmarkets.com
NORMALIZED_REGULATOR_NAME,fxcm,FXCM,ASIC,ASIC,,https://brokerchooser.com/broker-reviews/fxcm-review
NORMALIZED_REGULATOR_NAME,fxcm,FXCM,CySEC,CySEC,,https://brokerchooser.com/broker-reviews/fxcm-review
NORMALIZED_REGULATOR_NAME,fxcm,FXCM,FCA,FCA,,https://brokerchooser.com/broker-reviews/fxcm-review
NORMALIZED_REGULATOR_NAME,fxcm,FXCM,FSCA,FSCA,,https://brokerchooser.com/broker-reviews/fxcm-review
NORMALIZED_REGULATOR_NAME,fxoro,FXORO,CySEC,CySEC,,https://orofintech.com/
NORMALIZED_REGULATOR_NAME,fxoro,FXORO,FSA Seychelles,FSA Seychelles,,https://orofintech.com/
NORMALIZED_REGULATOR_NAME,fxpro,FxPro,FCA,FCA,,https://www.fxpro.com/
NORMALIZED_REGULATOR_NAME,fxpro,FxPro,FSA Seychelles,FSA Seychelles,,https://www.fxpro.com/
NORMALIZED_REGULATOR_NAME,fxtrading-com-fxt,FXTRADING.com (FXT),ASIC,ASIC,,https://fxtrading.com/
NORMALIZED_REGULATOR_NAME,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),Australian Securities and Investments Commission (ASIC),ASIC,,https://brokerchooser.com/broker-reviews/hantec-markets-review
NORMALIZED_REGULATOR_NAME,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),Financial Conduct Authority (FCA),FCA,,https://brokerchooser.com/broker-reviews/hantec-markets-review
NORMALIZED_REGULATOR_NAME,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),Mauritius Financial Services Commission (FSC),FSC Mauritius,,https://brokerchooser.com/broker-reviews/hantec-markets-review
NORMALIZED_REGULATOR_NAME,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),ASIC,ASIC,,https://www.hantec.com/
NORMALIZED_REGULATOR_NAME,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),FSA Seychelles,FSA Seychelles,,https://www.hantec.com/
NORMALIZED_REGULATOR_NAME,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),FCA,FCA,,https://hmarkets.com/
NORMALIZED_REGULATOR_NAME,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),FSC Mauritius,FSC Mauritius,,https://hmarkets.com/
MERGED_REGULATOR_DUPLICATE,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),ASIC,ASIC,,https://www.hantec.com/
MERGED_REGULATOR_DUPLICATE,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),FCA,FCA,,https://hmarkets.com/
MERGED_REGULATOR_DUPLICATE,hantec-financial-hantec-markets-asia,Hantec Financial (Hantec Markets Asia),FSC Mauritius,FSC Mauritius,,https://hmarkets.com/
NORMALIZED_REGULATOR_NAME,hycm,HYCM,Cyprus Securities and Exchange Commission (Cysec),CySEC,,https://brokerchooser.com/broker-reviews/hycm-review
NORMALIZED_REGULATOR_NAME,hycm,HYCM,Dubai Financial Services Authority (DFSA),DFSA,,https://brokerchooser.com/broker-reviews/hycm-review
NORMALIZED_REGULATOR_NAME,hycm,HYCM,Financial Conduct Authority (FCA),FCA,,https://brokerchooser.com/broker-reviews/hycm-review
NORMALIZED_REGULATOR_NAME,hycm,HYCM,FCA,FCA,,http://henyep.com/
NORMALIZED_REGULATOR_NAME,hycm,HYCM,DFSA,DFSA,,http://henyep.com/
MERGED_REGULATOR_DUPLICATE,hycm,HYCM,FCA,FCA,,http://henyep.com/
MERGED_REGULATOR_DUPLICATE,hycm,HYCM,DFSA,DFSA,,http://henyep.com/
NORMALIZED_REGULATOR_NAME,ic-markets,IC Markets,Australian Securities and Investments Commission (ASIC),ASIC,,https://brokerchooser.com/broker-reviews/ic-markets-review
NORMALIZED_REGULATOR_NAME,ic-markets,IC Markets,Seychelles Financial Supervisory Authority (FSA),FSA Seychelles,,https://brokerchooser.com/broker-reviews/ic-markets-review
NORMALIZED_REGULATOR_NAME,icm-com-uae,ICM.com (UAE),ADGM,ADGM,,
NORMALIZED_REGULATOR_NAME,ig,IG,Australian Securities and Investment Commission (ASIC),ASIC,,https://brokerchooser.com/broker-reviews/ig-review
NORMALIZED_REGULATOR_NAME,ig,IG,Commodity Futures Trading Commission (CFTC),CFTC,,https://brokerchooser.com/broker-reviews/ig-review
NORMALIZED_REGULATOR_NAME,ig,IG,Dubai Financial Services Authority (DFSA),DFSA,,https://brokerchooser.com/broker-reviews/ig-review
NORMALIZED_REGULATOR_NAME,ig,IG,Federal Financial Supervisory Authority (BaFin),BaFin,,https://brokerchooser.com/broker-reviews/ig-review
NORMALIZED_REGULATOR_NAME,ig,IG,Financial Conduct Authority (FCA),FCA,,https://brokerchooser.com/broker-reviews/ig-review
NORMALIZED_REGULATOR_NAME,ig,IG,Financial Sector Conduct Authority (FSCA),FSCA,,https://brokerchooser.com/broker-reviews/ig-review
NORMALIZED_REGULATOR_NAME,ig,IG,Monetary Authority of Singapore (MAS),MAS,,https://brokerchooser.com/broker-reviews/ig-review
NORMALIZED_REGULATOR_NAME,ig,IG,National Futures Association (NFA),NFA,,https://brokerchooser.com/broker-reviews/ig-review
NORMALIZED_REGULATOR_NAME,ig,IG,FCA,FCA,,https://www.ig.com/en
NORMALIZED_REGULATOR_NAME,ig,IG,ASIC,ASIC,,https://www.ig.com/en
NORMALIZED_REGULATOR_NAME,ig,IG,DFSA,DFSA,,https://www.ig.com/en
NORMALIZED_REGULATOR_NAME,ig,IG,MAS,MAS,,https://www.ig.com/en
MERGED_REGULATOR_DUPLICATE,ig,IG,FCA,FCA,,https://www.ig.com/en
MERGED_REGULATOR_DUPLICATE,ig,IG,ASIC,ASIC,,https://www.ig.com/en
MERGED_REGULATOR_DUPLICATE,ig,IG,DFSA,DFSA,,https://www.ig.com/en
MERGED_REGULATOR_DUPLICATE,ig,IG,MAS,MAS,,https://www.ig.com/en
NORMALIZED_REGULATOR_NAME,interactive-brokers,Interactive Brokers,FCA,FCA,,https://www.interactivebrokers.com
NORMALIZED_REGULATOR_NAME,interactive-brokers,Interactive Brokers,ASIC,ASIC,,https://www.interactivebrokers.com
NORMALIZED_REGULATOR_NAME,interactive-brokers,Interactive Brokers,CIRO,CIRO,,https://www.interactivebrokers.com
NORMALIZED_REGULATOR_NAME,ironfx,IronFX,FCA,FCA,,https://www.ironfx.co.uk/en
NORMALIZED_REGULATOR_NAME,ironfx,IronFX,CySEC,CySEC,,https://www.ironfx.co.uk/en
NORMALIZED_REGULATOR_NAME,ironfx,IronFX,FSCA,FSCA,,https://www.ironfx.co.uk/en
NORMALIZED_REGULATOR_NAME,markets-com,Markets.com,Cyprus Securities and Exchange Commission (CySEC),CySEC,,https://brokerchooser.com/broker-reviews/marketsx-review
NORMALIZED_REGULATOR_NAME,markets-com,Markets.com,Financial Sector Conduct Authority (FSCA),FSCA,,https://brokerchooser.com/broker-reviews/marketsx-review
NORMALIZED_REGULATOR_NAME,markets-com,Markets.com,FSC Mauritius,FSC Mauritius,,https://global.markets.com
NORMALIZED_REGULATOR_NAME,markets-com,Markets.com,ASIC,ASIC,,https://global.markets.com
NORMALIZED_REGULATOR_NAME,markets-com,Markets.com,FCA,FCA,,https://global.markets.com
NORMALIZED_REGULATOR_NAME,markets-com,Markets.com,FSCA,FSCA,,https://global.markets.com
MERGED_REGULATOR_DUPLICATE,markets-com,Markets.com,FSCA,FSCA,,https://global.markets.com
NORMALIZED_REGULATOR_NAME,merrill-edge-bank-of-america,Merrill Edge (Bank of America),Financial Industry Regulatory Authority (FINRA),FINRA,,https://brokerchooser.com/broker-reviews/merrill-edge-review
NORMALIZED_REGULATOR_NAME,merrill-edge-bank-of-america,Merrill Edge (Bank of America),Securities and Exchange Commission (SEC),SEC,,https://brokerchooser.com/broker-reviews/merrill-edge-review
NORMALIZED_REGULATOR_NAME,moneta-markets,Moneta Markets,Financial Conduct Authority (FCA),FCA,,https://brokerchooser.com/broker-reviews/moneta-markets-review
NORMALIZED_REGULATOR_NAME,moneta-markets,Moneta Markets,Financial Sector Conduct Authority (FSCA),FSCA,,https://brokerchooser.com/broker-reviews/moneta-markets-review
NORMALIZED_REGULATOR_NAME,moneta-markets,Moneta Markets,FCA,FCA,,https://www.monetamarkets.com
NORMALIZED_REGULATOR_NAME,moneta-markets,Moneta Markets,FSCA,FSCA,,https://www.monetamarkets.com
NORMALIZED_REGULATOR_NAME,moneta-markets,Moneta Markets,FSA Seychelles,FSA Seychelles,,https://www.monetamarkets.com
NORMALIZED_REGULATOR_NAME,moneta-markets,Moneta Markets,FSC Mauritius,FSC Mauritius,,https://www.monetamarkets.com
MERGED_REGULATOR_DUPLICATE,moneta-markets,Moneta Markets,FCA,FCA,,https://www.monetamarkets.com
MERGED_REGULATOR_DUPLICATE,moneta-markets,Moneta Markets,FSCA,FSCA,,https://www.monetamarkets.com
NORMALIZED_REGULATOR_NAME,naga,NAGA,FSA Seychelles,FSA Seychelles,,https://naga.com/
NORMALIZED_REGULATOR_NAME,phillip-nova-phillip-metatrader-5,Phillip Nova / Phillip MetaTrader 5,MAS,MAS,,
NORMALIZED_REGULATOR_NAME,plus500,Plus500,FCA,FCA,,https://www.plus500.com
NORMALIZED_REGULATOR_NAME,plus500,Plus500,ASIC,ASIC,,https://www.plus500.com
NORMALIZED_REGULATOR_NAME,plus500,Plus500,DFSA,DFSA,,https://www.plus500.com
NORMALIZED_REGULATOR_NAME,plus500,Plus500,FSA Seychelles,FSA Seychelles,,https://www.plus500.com
NORMALIZED_REGULATOR_NAME,plus500,Plus500,SCB,SCB,,https://www.plus500.com
NORMALIZED_REGULATOR_NAME,plus500,Plus500,MAS,MAS,,https://www.plus500.com
NORMALIZED_REGULATOR_NAME,plus500,Plus500,CIRO,CIRO,,https://www.plus500.com
NORMALIZED_REGULATOR_NAME,questrade,Questrade,Canadian Investment Regulatory Organization (CIRO),CIRO,,https://brokerchooser.com/broker-reviews/questrade-review
NORMALIZED_REGULATOR_NAME,questrade,Questrade,CIRO,CIRO,,
MERGED_REGULATOR_DUPLICATE,questrade,Questrade,CIRO,CIRO,,
NORMALIZED_REGULATOR_NAME,saxo-banque-france,Saxo Banque (France),FCA,FCA,,https://www.home.saxo/en-hk
NORMALIZED_REGULATOR_NAME,saxo-banque-france,Saxo Banque (France),MAS,MAS,,https://www.home.saxo/en-hk
NORMALIZED_REGULATOR_NAME,swissquote,Swissquote,Dubai Financial Services Authority (DFSA),DFSA,,https://brokerchooser.com/broker-reviews/swissquote-review
NORMALIZED_REGULATOR_NAME,swissquote,Swissquote,Financial Conduct Authority,FCA,,https://brokerchooser.com/broker-reviews/swissquote-review
NORMALIZED_REGULATOR_NAME,swissquote,Swissquote,Financial Sector Conduct Authority (FSCA),FSCA,,https://brokerchooser.com/broker-reviews/swissquote-review
NORMALIZED_REGULATOR_NAME,swissquote,Swissquote,Hong Kong Securities and Futures Commission (SFC),SFC,,https://brokerchooser.com/broker-reviews/swissquote-review
NORMALIZED_REGULATOR_NAME,swissquote,Swissquote,Monetary Authority of Singapore (MAS),MAS,,https://brokerchooser.com/broker-reviews/swissquote-review
NORMALIZED_REGULATOR_NAME,swissquote,Swissquote,Swiss Financial Market Supervisory Authority (FINMA),FINMA,,https://brokerchooser.com/broker-reviews/swissquote-review
NORMALIZED_REGULATOR_NAME,swissquote,Swissquote,FCA,FCA,,https://www.swissquote.eu/
NORMALIZED_REGULATOR_NAME,swissquote,Swissquote,DFSA,DFSA,,https://www.swissquote.eu/
NORMALIZED_REGULATOR_NAME,swissquote,Swissquote,MAS,MAS,,https://www.swissquote.eu/
MERGED_REGULATOR_DUPLICATE,swissquote,Swissquote,FCA,FCA,,https://www.swissquote.eu/
MERGED_REGULATOR_DUPLICATE,swissquote,Swissquote,DFSA,DFSA,,https://www.swissquote.eu/
MERGED_REGULATOR_DUPLICATE,swissquote,Swissquote,MAS,MAS,,https://www.swissquote.eu/
NORMALIZED_REGULATOR_NAME,taurex,Taurex,FCA,FCA,,https://taurex.asia/
NORMALIZED_REGULATOR_NAME,taurex,Taurex,FSA Seychelles,FSA Seychelles,,https://taurex.asia/
NORMALIZED_REGULATOR_NAME,titan-fx,Titan FX,FSA Seychelles,FSA Seychelles,,https://titanfx.com/
NORMALIZED_REGULATOR_NAME,titan-fx,Titan FX,FSC Mauritius,FSC Mauritius,,https://titanfx.com/
NORMALIZED_REGULATOR_NAME,tmgm,TMGM,ASIC,ASIC,,https://www.tmgm.com
NORMALIZED_REGULATOR_NAME,tmgm,TMGM,FSA Seychelles,FSA Seychelles,,https://www.tmgm.com
NORMALIZED_REGULATOR_NAME,tmgm,TMGM,FSC Mauritius,FSC Mauritius,,https://www.tmgm.com
NORMALIZED_REGULATOR_NAME,ultima-markets,Ultima Markets,FCA,FCA,,https://www.ultimamarkets.com/
NORMALIZED_REGULATOR_NAME,ultima-markets,Ultima Markets,FSCA,FSCA,,https://www.ultimamarkets.com/
NORMALIZED_REGULATOR_NAME,ultima-markets,Ultima Markets,FSC Mauritius,FSC Mauritius,,https://www.ultimamarkets.com/
NORMALIZED_REGULATOR_NAME,vantage-vantage-markets,Vantage (Vantage Markets),Australian Securities and Investment Commission (ASIC),ASIC,,https://brokerchooser.com/broker-reviews/vantage-markets-review
NORMALIZED_REGULATOR_NAME,vantage-vantage-markets,Vantage (Vantage Markets),Financial Conduct Authority (FCA),FCA,,https://brokerchooser.com/broker-reviews/vantage-markets-review
NORMALIZED_REGULATOR_NAME,vantage-vantage-markets,Vantage (Vantage Markets),ASIC,ASIC,,https://en.vantage-markets.com/
NORMALIZED_REGULATOR_NAME,vantage-vantage-markets,Vantage (Vantage Markets),FSCA,FSCA,,https://en.vantage-markets.com/
MERGED_REGULATOR_DUPLICATE,vantage-vantage-markets,Vantage (Vantage Markets),ASIC,ASIC,,https://en.vantage-markets.com/
NORMALIZED_REGULATOR_NAME,vt-markets,VT Markets,Australian Securities and Investments Commission (ASIC),ASIC,,https://brokerchooser.com/broker-reviews/vt-markets-review
NORMALIZED_REGULATOR_NAME,vt-markets,VT Markets,Mauritius Financial Services Commission (FSC),FSC Mauritius,,https://brokerchooser.com/broker-reviews/vt-markets-review
NORMALIZED_REGULATOR_NAME,vt-markets,VT Markets,ASIC,ASIC,,https://www.vtmarkets.com/
NORMALIZED_REGULATOR_NAME,vt-markets,VT Markets,FSCA,FSCA,,https://www.vtmarkets.com/
NORMALIZED_REGULATOR_NAME,vt-markets,VT Markets,FSC Mauritius,FSC Mauritius,,https://www.vtmarkets.com/
MERGED_REGULATOR_DUPLICATE,vt-markets,VT Markets,ASIC,ASIC,,https://www.vtmarkets.com/
MERGED_REGULATOR_DUPLICATE,vt-markets,VT Markets,FSC Mauritius,FSC Mauritius,,https://www.vtmarkets.com/
NORMALIZED_REGULATOR_NAME,windsor-brokers,Windsor Brokers,CySEC,CySEC,,https://en.windsorbrokers.eu/
NORMALIZED_REGULATOR_NAME,windsor-brokers,Windsor Brokers,FSA Seychelles,FSA Seychelles,,https://en.windsorbrokers.eu/
NORMALIZED_REGULATOR_NAME,xm-group,XM Group,ASIC,ASIC,,https://www.xm.com
NORMALIZED_REGULATOR_NAME,xm-group,XM Group,FSCA,FSCA,,https://www.xm.com
NORMALIZED_REGULATOR_NAME,xm-group,XM Group,DFSA,DFSA,,https://www.xm.com
