REGISTER_NAME,AFS_LIC_NUM,AFS_LIC_NAME,AFS_LIC_ABN_ACN,AFS_LIC_START_DT,AFS_LIC_PRE_FSR,AFS_LIC_ADD_LOCAL,AFS_LIC_ADD_STATE,AFS_LIC_ADD_PCODE,AFS_LIC_ADD_COUNTRY,AFS_LIC_CONDITION
"AFS Licence","533207","INTEGRITY WEALTH SOLUTIONS PTY LTD","16625589675","29/11/2021","","PENRITH","NSW","2750","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(ii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iii) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(iv) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(v) securities; and""~""(vi) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(B) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(C) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(D) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(E) securities; and""~""(F) superannuation;""~""to retail clients."""
"AFS Licence","533212","GEOMETRICA CAPITAL PTY LTD","91633189330","20/12/2021","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) interests in managed investment schemes excluding investor directed portfolio services; and""~""(ii) securities;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives restricted to derivatives utilised for the management of financial risk (hedging) which only have the purposes of:""~""(1) management or mitigation of the financial consequences of particular circumstances happening; or""~""(2) avoiding or limiting the financial consequences of fluctuations, in or in the value of, receipts or costs (including prices and interest rates);""~""(B) interests in managed investment schemes excluding investor directed portfolio services; and""~""(C) securities; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives restricted to derivatives utilised for the management of financial risk (hedging) which only have the purposes of:""~""(1) management or mitigation of the financial consequences of particular circumstances happening; or""~""(2) avoiding or limiting the financial consequences of fluctuations, in or in the value of, receipts or costs (including prices and interest rates);""~""(C) foreign exchange contracts restricted to foreign exchange contracts utilised for the management of financial risk (hedging) which only have the purposes of:""~""(1) management or mitigation of the financial consequences of particular circumstances happening; or""~""(2) avoiding or limiting the financial consequences of fluctuations in the rate of exchange of foreign currency;""~""(D) interests in managed investment schemes excluding investor directed portfolio services; and""~""(E) securities; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to wholesale clients."""
"AFS Licence","533233","OCEANA LICENSEE PTY LTD","61650903021","22/04/2022","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) interests in managed investment schemes excluding investor directed portfolio services; and""~""(iii) securities;""~""(b) deal in a financial product by:""~""(i) arranging for another person to issue, apply for, acquire, vary or dispose of a financial product in respect of the following classes of financial products:""~""(A) interests in managed investment schemes excluding investor directed portfolio services; and""~""(B) securities;""~""(ii) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives restricted to derivatives utilised for the management of financial risk (hedging) which only have the purposes of:""~""(1) management or mitigation of the financial consequences of particular circumstances happening; or""~""(2) avoiding or limiting the financial consequences of fluctuations, in or in the value of, receipts or costs (including prices and interest rates); and""~""(iii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives restricted to derivatives utilised for the management of financial risk (hedging) which only have the purposes of:""~""(1) management or mitigation of the financial consequences of particular circumstances happening; or""~""(2) avoiding or limiting the financial consequences of fluctuations, in or in the value of, receipts or costs (including prices and interest rates);""~""(C) general insurance products;""~""(D) interests in managed investment schemes excluding investor directed portfolio services; and""~""(E) securities; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to wholesale clients."""
"AFS Licence","533273","SOMAR MANAGEMENT PTY LTD","64637601220","07/07/2022","","RICHMOND","VIC","3121","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(ii) foreign exchange contracts restricted to foreign exchange contracts utilised for the management of financial risk (hedging) which only have the purposes of:""~""(A) management or mitigation of the financial consequences of particular circumstances happening; or""~""(B) avoiding or limiting the financial consequences of fluctuations in the rate of exchange of foreign currency;""~""(iii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iv) interests in managed investment schemes excluding investor directed portfolio services; and""~""(v) securities;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) interests in managed investment schemes limited to:""~""(1) own managed investment scheme only; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(B) foreign exchange contracts restricted to foreign exchange contracts utilised for the management of financial risk (hedging) which only have the purposes of:""~""(1) management or mitigation of the financial consequences of particular circumstances happening; or""~""(2) avoiding or limiting the financial consequences of fluctuations in the rate of exchange of foreign currency;""~""(C) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(D) interests in managed investment schemes excluding investor directed portfolio services; and""~""(E) securities; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to wholesale clients."""
"AFS Licence","533278","FORIS CAPITAL AU PTY LTD","70651594946","05/04/2024","","NORTH SYDNEY","NSW","2060","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice for the following classes of financial products:""~""(i) deposit and payment products including:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products; and""~""(C) non-cash payment products;""~""(ii) derivatives;""~""(iii) foreign exchange contracts;""~""(iv) interests in managed investment schemes excluding investor directed portfolio services; and""~""(v) securities;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives; and""~""(B) foreign exchange contracts; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products including:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products; and""~""(3) non-cash payment products;""~""(B) derivatives;""~""(C) foreign exchange contracts;""~""(D) interests in managed investment schemes excluding investor directed portfolio services; and""~""(E) securities;""~""(c) make a market for the following financial products:""~""(i) foreign exchange contracts; and""~""(ii) derivatives; and""~""(d) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to retail and wholesale clients."""
"AFS Licence","533284","FINANCIAL LIFESTYLE PARTNERS (NORTH VIC) PTY. LTD.","49134909541","15/10/2021","","WANGARATTA","VIC","3677","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities; and""~""(vii) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities; and""~""(G) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","533297","NORTHPOINT INVESTMENT SERVICES PTY LTD","76650268107","07/12/2021","","ESSENDON","VIC","3040","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities;""~""(vii) standard margin lending facility; and""~""(viii superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities;""~""(G) standard margin lending facility; and""~""(H) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","533317","GONDWANA GROUP LIMITED","29648275334","01/02/2022","","MELBOURNE","VIC","3000","Australia","""1. Provide financial product advice"",""1.1 Provide general financial product advice"",""1.1.1 Managed investment schemes excluding IDPS"",""Retail and wholesale clients""~"""","""",""1.1.2 Securities"",""Retail and wholesale clients""~""2. Deal in a financial product"",""2.1 Issue, apply for, acquire, vary or dispose of a financial product"",""2.1.1 Derivatives limited to those used for hedging purposes"",""Retail and wholesale clients""~"""","""",""2.1.2 Managed investment schemes excluding IDPS"",""Retail and wholesale clients""~"""","""",""2.1.3 Securities"",""Retail and wholesale clients""~"""",""2.2 Apply for, acquire, vary or dispose of a financial product on behalf of another person"",""2.2.1 Basic deposit products"",""Retail and wholesale clients""~"""","""",""2.2.2 Derivatives limited to those used for hedging purposes"",""Retail and wholesale clients""~"""","""",""2.2.3 General insurance products"",""Retail and wholesale clients""~"""","""",""2.2.4 Managed investment schemes excluding IDPS"",""Retail and wholesale clients""~"""","""",""2.2.5 Securities"",""Retail and wholesale clients""~""3. Operate a registered management investment scheme as responsible entity (includes holding any incidental property)"",""3.1 The following named scheme: Incentivise Growth Fund (ARSN 683674848)"",""3.1.1 Financial assets"",""Retail and wholesale clients""~"""",""3.1 The following named scheme: INCENTIVISE INVESTMENT FUND (ARSN 657944100)"",""3.2.1 Direct real property"",""Retail and wholesale clients""~"""","""",""3.2.2 Financial assets"",""Retail and wholesale clients""~""4. Provide a custodial or depository service"",""4.1 Other than IDPS"","""",""Retail and wholesale clients"""
"AFS Licence","533383","BOARDROOM PTY LIMITED","14003209836","28/01/2022","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) non-cash payment products; and""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) deposit and payment products limited to:""~""(1) non-cash payment products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) non-cash payment products;""~""to wholesale clients."""
"AFS Licence","533442","CLEAR WEALTH PLANNERS PTY LTD","27647649643","29/03/2022","","SPRINGVALE","VIC","3171","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iii) interests in managed investment schemes including:""~""(A) investor directed portfolio services; and""~""(iv) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(C) interests in managed investment schemes including:""~""(1) investor directed portfolio services; and""~""(D) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","533443","STROPRO COMPLIANCE PTY LTD","74640214740","21/09/2021","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) derivatives;""~""(iii) foreign exchange contracts;""~""(iv) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(v) interests in managed investment schemes excluding investor directed portfolio services; and""~""(vi) securities;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives;""~""(B) foreign exchange contracts;""~""(C) interests in managed investment schemes excluding investor directed portfolio services; and""~""(D) securities; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives;""~""(C) foreign exchange contracts;""~""(D) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(E) interests in managed investment schemes excluding investor directed portfolio services; and""~""(F) securities; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to wholesale clients."""
"AFS Licence","533463","LONDON PAY PTY LTD","36647951371","01/06/2022","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) non-cash payment products; and""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) deposit and payment products limited to:""~""(1) non-cash payment products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) non-cash payment products;""~""to retail and wholesale clients."""
"AFS Licence","533468","CURVE WEALTH PTY LTD","71626557408","29/11/2021","","SANDRINGHAM","VIC","3191","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities; and""~""(vii) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities; and""~""(G) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","533476","CORE INDEPENDENT FINANCIAL ADVICE PTY LTD","41114941374","16/09/2021","","KINGSTON","TAS","7050","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities; and""~""(vii) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities; and""~""(G) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","533530","CYBERSIDE INVESTMENTS PTY LTD","085840740","16/12/2021","","SUBIACO","WA","6008","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities;""~""(vii) standard margin lending facility; and""~""(viii superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities;""~""(G) standard margin lending facility; and""~""(H) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","533532","COLLINS WEALTH MANAGEMENT PTY LTD","51602627029","06/09/2021","","NEWSTEAD","QLD","4006","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities;""~""(vii) standard margin lending facility; and""~""(viii superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities;""~""(G) standard margin lending facility; and""~""(H) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","533555","TRIMONT REA AU PTY LIMITED","35639548048","15/02/2022","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) interests in managed investment schemes excluding investor directed portfolio services; and""~""(ii) securities;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) interests in managed investment schemes excluding investor directed portfolio services; and""~""(B) securities; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products; and""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to wholesale clients."""
"AFS Licence","533594","HALE CAPITAL FUNDS MANAGEMENT PTY LTD","12652027971","04/07/2022","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(ii) general insurance products ; and""~""(iii) interests in managed investment schemes excluding investor directed portfolio services;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) interests in managed investment schemes excluding investor directed portfolio services; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(B) general insurance products; and""~""(C) interests in managed investment schemes excluding investor directed portfolio services; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to wholesale clients."""
"AFS Licence","533631","LIGHTHOUSE ADVICE GROUP PTY LTD","67651044414","07/10/2021","","EIGHT MILE PLAINS","QLD","4113","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities; and""~""(vii) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities; and""~""(G) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","533661","ASIRE FINANCIAL SERVICES PTY LTD","70651473808","11/11/2021","","BORONIA","VIC","3155","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities;""~""(vii) standard margin lending facility; and""~""(viii superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities;""~""(G) standard margin lending facility; and""~""(H) superannuation;""~""to retail and wholesale clients."""
