REGISTER_NAME,AFS_LIC_NUM,AFS_LIC_NAME,AFS_LIC_ABN_ACN,AFS_LIC_START_DT,AFS_LIC_PRE_FSR,AFS_LIC_ADD_LOCAL,AFS_LIC_ADD_STATE,AFS_LIC_ADD_PCODE,AFS_LIC_ADD_COUNTRY,AFS_LIC_CONDITION
"AFS Licence","246845","STRATEGIC FINANCIAL PLANNERS PTY LTD","15065497270","01/03/2004","""Securities dealer"",""000078175""","SURREY HILLS","VIC","3127","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) derivatives limited to:""~""(A) old law securities options contracts and warrants;""~""(iii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iv) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(v) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(vi) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vii) securities; and""~""(viii superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities; and""~""(G) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","246848","PHILLIP ASSET MANAGEMENT LIMITED","94064847669","01/03/2004","""Securities dealer"",""000169626""","MELBOURNE","VIC","3000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice to retail clients for the following classes of financial products:""~""(i) interests in managed investment schemes excluding investor directed portfolio services; and""~""(ii) securities;""~""(b) provide financial product advice to wholesale clients for the following classes of financial products:""~""(i) interests in managed investment schemes excluding investor directed portfolio services; and""~""(ii) securities;""~""(c) deal in a financial product to retail and wholesale clients by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) interests in managed investment schemes excluding investor directed portfolio services; and""~""(B) securities; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) interests in managed investment schemes excluding investor directed portfolio services; and""~""(B) securities; and""~""(d) provide the following custodial or depository services to retail and wholesale clients:""~""(i) operate custodial or depository services other than investor directed portfolio services;."""
"AFS Licence","246857","AGM FINANCIAL SERVICES PTY LTD","69105837910","13/02/2004","","SCORESBY","VIC","3179","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities;""~""(vii) standard margin lending facility; and""~""(viii superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities;""~""(G) standard margin lending facility; and""~""(H) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","246860","V J RYAN SECURITIES LIMITED","75075473979","10/03/2004","""Securities dealer"",""000165766""","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice for the following classes of financial products:""~""(i) interests in managed investment schemes limited to:""~""(A) own managed investment scheme only;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) interests in managed investment schemes limited to:""~""(1) own managed investment scheme only; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) interests in managed investment schemes including:""~""(1) investor directed portfolio services; and""~""(D) securities; and""~""(c) operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:""~""(i) ""Vj Ryan Cash Management Trust"" scheme (ARSN: 092 297 535),""~""(A) a scheme which only holds the following types of property:""~""(1) financial assets;""~""to retail and wholesale clients."""
"AFS Licence","246862","PIMCO AUSTRALIA PTY LIMITED","54084280508","28/02/2004","""Futures broker"",""000217283""~""Securities dealer"",""000182054""","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) derivatives;""~""(ii) foreign exchange contracts;""~""(iii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iv) interests in managed investment schemes excluding investor directed portfolio services;""~""(v) securities; and""~""(vi) superannuation;""~"" to wholesale clients""~""(b) provide general financial product advice for the following classes of financial products;""~""(i) derivatives;""~""(ii) foreign exchange contracts;""~""(iii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iv) interests in managed investment schemes excluding investor directed portfolio services;""~""(v) securities; and""~""(vi) superannuation;""~"" to retail clients""~""(c) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) derivatives;""~""(B) foreign exchange contracts;""~""(C) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(D) interests in managed investment schemes excluding investor directed portfolio services;""~""(E) securities; and""~""(F) superannuation;""~""to wholesale clients."""
"AFS Licence","246864","TEAM SUPER PTY LTD","70003566989","18/02/2004","","NEWCASTLE WEST","NSW","2302","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice for the following classes of financial products:""~""(i) superannuation;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) superannuation; and""~""(c) provide a superannuation trustee service""~""to retail clients."""
"AFS Licence","246883","APEX SUPER SERVICES PTY LTD","74006877872","10/03/2004","","MELBOURNE","VIC","3000","Australia","""1. Provide financial product advice"",""1.1 Provide general financial product advice"",""1.1.1 Basic deposit products"",""Retail and wholesale clients""~"""","""",""1.1.2 Debentures, stocks or bonds issued or proposed to be issued by a government"",""Retail and wholesale clients""~"""","""",""1.1.3 Life products limited to investment life insurance products"",""Retail and wholesale clients""~"""","""",""1.1.4 Life products limited to life risk insurance products"",""Retail and wholesale clients""~"""","""",""1.1.5 Managed investment schemes including IDPS"",""Retail and wholesale clients""~"""","""",""1.1.6 Non-basic deposit products"",""Retail and wholesale clients""~"""","""",""1.1.7 Retirement savings accounts"",""Retail and wholesale clients""~"""","""",""1.1.8 Securities"",""Retail and wholesale clients""~"""","""",""1.1.9 Superannuation"",""Retail and wholesale clients""~""2. Deal in a financial product"",""2.1 Apply for, acquire, vary or dispose of a financial product on behalf of another person"",""2.1.1 Basic deposit products"",""Retail and wholesale clients""~"""","""",""2.1.2 Debentures, stocks or bonds issued or proposed to be issued by a government"",""Retail and wholesale clients""~"""","""",""2.1.3 Life products limited to investment life insurance products"",""Retail and wholesale clients""~"""","""",""2.1.4 Life products limited to life risk insurance products"",""Retail and wholesale clients""~"""","""",""2.1.5 Managed investment schemes including IDPS"",""Retail and wholesale clients""~"""","""",""2.1.6 Non-basic deposit products"",""Retail and wholesale clients""~"""","""",""2.1.7 Retirement savings accounts"",""Retail and wholesale clients""~"""","""",""2.1.8 Superannuation"",""Retail and wholesale clients"""
"AFS Licence","246884","BNK BANKING CORPORATION LIMITED","63087651849","01/03/2004","","PERTH","WA","6000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice to retail and wholesale clients for the following classes of financial products:""~""(i) deposit and payment products including:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products; and""~""(C) non-cash payment products;""~""(b) provide financial product advice to wholesale clients only for the following classes of financial products:""~""(i) derivatives;""~""(ii) foreign exchange contracts;""~""(iii) general insurance products;""~""(iv) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(v) interests in managed investment schemes excluding investor directed portfolio services; and""~""(vi) securities; and""~""(c) deal in a financial product by:""~""(d) issuing, applying for, acquiring, varying or disposing of a financial product to retail and wholesale clients in respect of the following classes of financial products:""~""(A) deposit and payment products including:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products; and""~""(3) non-cash payment products;""~""(B) general insurance products;""~""(e) issuing, applying for, acquiring, varying or disposing of a financial product to wholesale clients only in respect of the following classes of financial products:""~""(A) derivatives;""~""(B) foreign exchange contracts;""~""(C) interests in managed investment schemes excluding investor directed portfolio services; and""~""(D) securities; and""~""(f) applying for, acquiring, varying or disposing of a financial product on behalf of another person to retail and wholesale clients in respect of the following classes of products:""~""(A) deposit and payment products including:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products; and""~""(3) non-cash payment products;""~""(B) general insurance products;""~""(g) applying for, acquiring, varying or disposing of a financial product on behalf of another person to wholesale clients only in respect of the following classes of products:""~""(A) derivatives;""~""(B) foreign exchange contracts;""~""(C) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(D) interests in managed investment schemes excluding investor directed portfolio services; and""~""(E) securities;."""
"AFS Licence","246901","KPMG FINANCIAL ADVISORY SERVICES (AUSTRALIA) PTY LTD","43007363215","10/03/2004","""Securities dealer"",""000016310""","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice to both retail and wholesale clients for the following classes of financial products:""~""(i) deposit and payment products including:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products; and""~""(C) non-cash payment products;""~""(ii) derivatives;""~""(iii) foreign exchange contracts;""~""(iv) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(v) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(vi) securities;""~""(vii) superannuation;""~""(viii carbon units;""~""(ix) Australian carbon credit units;""~""(x) eligible international emissions units; and""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product to wholesale clients only in respect of the following classes of financial products:""~""(A) derivatives;""~""(B) foreign exchange contracts; and""~""(ii) arranging for another person to issue, apply for, acquire, vary or dispose of a financial product to both retail and wholesale clients in respect of the following classes of financial products:""~""(A) deposit and payment products including:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products; and""~""(3) non-cash payment products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) interests in managed investment schemes excluding investor directed portfolio services;""~""(D) securities; and""~""(iv) applying for, acquiring, varying or disposing of a financial product on behalf of another person to both retail and wholesale clients in respect of the following classes of products:""~""(A) deposit and payment products including:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products; and""~""(3) non-cash payment products;""~""(B) derivatives;""~""(C) foreign exchange contracts;""~""(D) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(E) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(F) securities;""~""(G) carbon units;""~""(H) Australian carbon credit units;""~""(I) eligible international emissions units; and""~""(v) arranging for another person to underwrite for both retail and wholesale clients:""~""(1) interests in managed investment schemes; and""~""(2) an issue of securities."""
"AFS Licence","246925","PINN DEAVIN SECURITIES PTY LTD","15003377964","10/03/2004","""Securities dealer"",""000011434""","TAREN POINT","NSW","2229","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities;""~""(vii) standard margin lending facility; and""~""(viii superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities;""~""(G) standard margin lending facility; and""~""(H) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","246937","LIFESTYLE INSURANCE GROUP PTY LTD","48057816172","01/03/2004","""General insurance broker"",""000030487""","MAROOCHYDORE","QLD","4558","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) general insurance products;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) general insurance products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products; and""~""(c) provide a claims handling and settling service limited to:""~""(i) the person makes a recommendation, or states an opinion, in the following circumstances:""~""(A) the recommendation, or statement of opinion, is made in response to an inquiry by or on behalf of another person about an existing or a potential claim by the other person under an insurance product; and""~""(B) the recommendation, or statement of opinion, could reasonably be expected to influence a decision whether to continue with the existing claim or to make the potential claim;""~""(ii) the person assists another person to make a claim under an insurance product;""~""(iii) the person assesses whether an insurer has a liability under an insurance product, or provides assistance in relation to such an assessment;""~""(iv) the person makes a decision to accept or reject all or part of a claim under an insurance product;""~""(v) the person quantifies the extent of the insurer's liability to another person under an insurance product, or provides assistance in relation to the quantification of the extent of such a liability;""~""(vi) the person offers to settle all or part of a claim under an insurance product; and""~""(vii) the person satisfies a liability of the insurer under an insurance product in full or partial settlement of a claim under the insurance product;""~""to retail and wholesale clients."""
"AFS Licence","246943","ZANK CAPITAL LTD","58106064644","07/04/2004","","MELBOURNE","VIC","3000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice for the following classes of financial products:""~""(i) interests in managed investment schemes excluding investor directed portfolio services; and""~""(ii) securities;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives;""~""(B) interests in managed investment schemes excluding investor directed portfolio services; and""~""(C) securities; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives;""~""(C) general insurance products;""~""(D) interests in managed investment schemes excluding investor directed portfolio services; and""~""(E) securities; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to retail and wholesale clients."""
"AFS Licence","246986","ELKINGTON BISHOP MOLINEAUX INSURANCE BROKERS PTY LIMITED","31009179640","10/03/2004","""General insurance broker"",""000060028""~""Life insurance broker"",""000197958""","WEST PERTH","WA","6005","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) general insurance products; and""~""(ii) life products limited to:""~""(A) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) general insurance products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products; and""~""(B) life products limited to:""~""(1) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(c) provide a claims handling and settling service limited to:""~""(i) the person makes a recommendation, or states an opinion, in the following circumstances:""~""(A) the recommendation, or statement of opinion, is made in response to an inquiry by or on behalf of another person about an existing or a potential claim by the other person under an insurance product; and""~""(B) the recommendation, or statement of opinion, could reasonably be expected to influence a decision whether to continue with the existing claim or to make the potential claim;""~""(ii) the person assists another person to make a claim under an insurance product;""~""(iii) the person assesses whether an insurer has a liability under an insurance product, or provides assistance in relation to such an assessment;""~""(iv) the person makes a decision to accept or reject all or part of a claim under an insurance product;""~""(v) the person quantifies the extent of the insurer's liability to another person under an insurance product, or provides assistance in relation to the quantification of the extent of such a liability;""~""(vi) the person offers to settle all or part of a claim under an insurance product; and""~""(vii) the person satisfies a liability of the insurer under an insurance product in full or partial settlement of a claim under the insurance product;""~""to retail and wholesale clients."""
"AFS Licence","246988","MCKENZIE ROSS & CO. PTY. LTD.","33055492209","10/03/2004","""General insurance broker"",""000030535""","MELBOURNE","VIC","3000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) general insurance products; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products;""~""to retail and wholesale clients."""
"AFS Licence","246992","MELBOURNE INSURANCE BROKERS PTY LTD","85006559575","01/03/2004","""General insurance broker"",""000030133""","SOUTH MELBOURNE","VIC","3205","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) general insurance products; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products;""~""to retail and wholesale clients."""
"AFS Licence","246996","CHARTER HALL RETAIL MANAGEMENT LIMITED","46069709468","01/03/2004","""Securities dealer"",""000156224""","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice for the following classes of financial products:""~""(i) interests in managed investment schemes excluding investor directed portfolio services; and""~""(ii) from 1 July 2022, securities in a CCIV;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives;""~""(B) foreign exchange contracts; and""~""(C) interests in managed investment schemes excluding investor directed portfolio services; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives;""~""(C) foreign exchange contracts;""~""(D) general insurance products;""~""(E) interests in managed investment schemes excluding investor directed portfolio services; and""~""(F) securities; and""~""(c) operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:""~""(i) schemes which only hold the following types of property:""~""(A) derivatives;""~""(B) direct real property; and""~""(C) financial assets;""~""to retail and wholesale clients."""
"AFS Licence","247006","WALTER DODGE","11330297052","10/03/2004","","ORMOND","VIC","3204","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(ii) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997); and""~""(iii) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(B) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997); and""~""(C) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","247008","PELORUS PRIVATE EQUITY LIMITED","45091209639","10/02/2004","""Securities dealer"",""000196072""","NEUTRAL BAY","NSW","2089","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) interests in managed investment schemes limited to:""~""(1) own managed investment scheme only; and""~""(B) securities; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) general insurance products;""~""(C) interests in managed investment schemes excluding investor directed portfolio services; and""~""(D) securities;""~""(b) operate the following kinds of registered managed investment schemes (including the holding of any incidental property) in its capacity as responsible entity:""~""(i) schemes which only hold the following types of property:""~""(A) direct real property; and""~""(B) mortgages; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to retail and wholesale clients."""
"AFS Licence","247012","BLUESTONE MANAGEMENT PTY LIMITED","18100341366","02/03/2004","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) derivatives; and""~""(ii) securities; and""~""(b) deal in a financial product by:""~""(i) arranging for another person to issue, apply for, acquire, vary or dispose of a financial product in respect of the following classes of financial products:""~""(A) derivatives; and""~""(B) securities; and""~""(ii) arranging for another person to apply for, acquire, vary or dispose of financial products in respect of the following classes of financial products:""~""(A) derivatives; and""~""(B) securities;""~""to wholesale clients."""
"AFS Licence","247014","KELVIN ANDERSON FINANCIAL SERVICES PTY. LTD.","85086456377","01/03/2004","""Securities dealer"",""000193010""","RINGWOOD","VIC","3134","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities; and""~""(vii) superannuation.""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities; and""~""(G) superannuation.""~""to retail and wholesale clients.""~""(c) Provide financial product advice for the following classes of financial products to wholesale clients only:""~""(i) standard margin lending facility.""~""(d) Deal in a financial product by:""~"" (i) Applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products for wholesale clients only:""~""(A) standard margin lending facility."""
"AFS Licence","247017","DBG MARKETS (AUSTRALIA) PTY LTD","71091532946","10/03/2004","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) foreign exchange contracts;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) foreign exchange contracts; and""~""(c) make a market for the following financial products:""~""(i) foreign exchange contracts;""~""to retail and wholesale clients."""
"AFS Licence","247020","IRT INSURANCE PTY LIMITED","88005508501","17/02/2004","""Foreign insurance broker"",""000184012""","SOUTH YARRA","VIC","3141","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice for the following classes of financial products:""~""(i) general insurance products;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) general insurance products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products; and""~""(c) provide a claims handling and settling service limited to:""~""(i) the person assesses whether an insurer has a liability under an insurance product, or provides assistance in relation to such an assessment;""~""(ii) the person assists another person to make a claim under an insurance product;""~""(iii) the person makes a decision to accept or reject all or part of a claim under an insurance product;""~""(iv) the person offers to settle all or part of a claim under an insurance product; and""~""(v) the person quantifies the extent of the insurer's liability to another person under an insurance product, or provides assistance in relation to the quantification of the extent of such a liability;""~""to retail and wholesale clients."""
"AFS Licence","247024","INTERNATIONAL POWER (ENERGY) PTY LTD","53062798510","03/03/2004","","SOUTHBANK","VIC","3006","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) derivatives;""~""(ii) Australian carbon credit units;""~""(iii) eligible international emissions units; and""~""(iv) financial products limited to:""~""(A) miscellaneous financial risk products;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives; and""~""(B) financial products limited to:""~""(1) miscellaneous financial risk products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) Australian carbon credit units; and""~""(B) eligible international emissions units; and""~""(c) make a market for the following financial products:""~""(i) derivatives;""~""(ii) Australian carbon credit units;""~""(iii) eligible international emissions units; and""~""(iv) limited to financial products other than:""~""(A) derivatives;""~""(B) foreign exchange contracts; and""~""(C) debentures, stocks or bonds issued or proposed to be issued by a government and/or debentures issued by any other body;""~""to wholesale clients."""
